id_contrato,id_alma,fecha_firma,valor_en_almas,clausulas,cumplido,demonio_firmante
5792,5885,2006-02-28,707.0,Renovación automática,N,364
5793,9216,1986-05-20,62.0,Renovación automática,N,333
5794,2771,2015-08-05,534.0,Renovación automática,S,104
5795,1666,1989-12-20,446.0,Renovación automática,N,401
5796,8618,2006-01-11,408.0,Cláusula 66A,S,363
5797,515,1944-01-19,631.0,Cesión de alma secundaria,S,59
5798,4204,1992-01-10,306.0,Cesión de alma secundaria,S,44
5799,9799,2000-04-16,316.0,Cesión de alma secundaria,N,89
5800,4453,1943-12-28,,Cláusula 66A,S,457
5801,1811,1947-05-23,735.0,Cláusula 66A,N,424
5802,6580,1988-08-30,661.0,Anexo 13,S,30
5803,5151,2018-04-20,321.0,Cláusula 66A,N,35
5804,4679,1993-04-21,481.0,Anexo 13,N,482
5805,7956,1964-06-03,278.0,Contrato eterno,S,74
5806,3916,1940-09-17,811.0,Contrato eterno,N,54
5807,8762,1961-08-25,742.0,Cláusula 66A,S,432
5808,4137,2019-01-26,967.0,Contrato eterno,N,45
5809,3323,1982-05-13,415.0,Cláusula 66A,S,363
5810,3634,3000-13-40,273.0,Renovación automática,S,386
5811,2353,1952-08-07,332.0,Contrato eterno,S,106
5812,4567,1946-05-21,285.0,Cláusula 66A,S,65
5813,7285,1942-01-22,126.0,Renovación automática,N,63
5814,264,1956-06-01,546.0,Renovación automática,S,157
5815,9496,2017-06-13,521.0,Renovación automática,N,125
5816,5004,1954-12-02,536.0,Cesión de alma secundaria,N,9999
5817,5827,1939-08-24,671.0,Contrato eterno,S,111
5818,4175,2012-02-08,95.0,Anexo 13,N,300
5819,3929,1929-05-15,303.0,Cesión de alma secundaria,S,444
5820,4081,1956-03-21,778.0,Cláusula 66A,N,288
5821,6885,1949-06-03,745.0,Anexo 13,N,85
5822,6246,1984-05-01,358.0,Renovación automática,N,172
5823,6239,2002-04-13,547.0,Cesión de alma secundaria,S,63
5824,4494,2018-11-14,191.0,Renovación automática,N,197
5825,9826,2011-03-07,277.0,Contrato eterno,N,415
5826,5955,1991-12-18,933.0,Cláusula 66A,N,303
5827,5151,1961-02-27,536.0,Anexo 13,N,305
5828,2512,1985-09-20,290.0,Cláusula 66A,S,187
5829,1480,1970-01-01,,Renovación automática,S,213
5830,617,1992-06-24,999.0,Contrato eterno,N,188
5831,4776,1979-06-20,86.0,Anexo 13,S,84
5832,4570,1939-01-05,911.0,Cesión de alma secundaria,S,108
5833,3692,1933-12-16,968.0,Anexo 13,S,155
5834,2967,1928-09-26,382.0,Contrato eterno,N,451
5835,4866,1985-05-11,566.0,Cesión de alma secundaria,S,383
5836,612,1967-04-04,,Contrato eterno,S,47
5837,1149,1966-01-18,71.0,Renovación automática,N,356
5838,9840,1932-10-29,872.0,Anexo 13,N,9999
5839,1634,1981-01-26,584.0,Contrato eterno,N,255
5840,1792,1984-03-14,161.0,Contrato eterno,S,396
5841,6532,2022-04-03,377.0,Anexo 13,S,463
5842,5448,1985-05-12,709.0,Renovación automática,N,188
5843,7265,2007-11-07,148.0,Renovación automática,S,200
5844,8501,2018-03-07,786.0,Anexo 13,N,233
5845,9036,1938-11-20,776.0,Anexo 13,N,263
5846,8277,2016-10-14,494.0,Cláusula 66A,S,456
5847,9303,1994-05-11,483.0,Anexo 13,S,234
5848,4674,1973-09-26,340.0,Contrato eterno,N,150
5849,6836,1930-07-22,228.0,Anexo 13,S,304
5850,155,1991-08-21,205.0,Cesión de alma secundaria,N,43
5851,7722,1931-09-03,828.0,Anexo 13,N,120
5852,5882,2012-02-02,871.0,Cláusula 66A,S,119
5853,2911,1944-02-17,155.0,Cesión de alma secundaria,S,33
5854,4628,1951-06-17,124.0,Contrato eterno,N,30
5855,8427,2019-10-05,319.0,Anexo 13,S,414
5856,7038,1999-10-23,259.0,Anexo 13,S,247
5857,421,1982-06-07,629.0,Anexo 13,N,188
5858,811,2020-11-03,481.0,Cláusula 66A,N,395
5859,6059,1997-10-14,946.0,Cesión de alma secundaria,N,359
5860,3339,1931-01-12,300.0,Renovación automática,S,86
5861,5017,1985-11-12,199.0,Anexo 13,N,231
5862,5443,1966-11-11,89.0,Cláusula 66A,S,233
5863,5373,1970-01-28,10.0,Contrato eterno,N,468
5864,5869,2008-12-02,284.0,Contrato eterno,N,465
5865,6282,1948-11-16,451.0,Cláusula 66A,N,48
5866,2886,1929-11-15,741.0,Renovación automática,N,171
5867,2022,1943-02-14,901.0,Cesión de alma secundaria,S,449
5868,1024,1993-05-14,791.0,Anexo 13,S,302
5869,7499,1998-04-24,372.0,Cláusula 66A,N,189
5870,9652,1961-05-06,889.0,Anexo 13,N,132
5871,9593,1979-04-23,580.0,Anexo 13,N,270
5872,2145,1968-07-28,20.0,Cesión de alma secundaria,S,68
5873,4777,1950-10-24,265.0,Cesión de alma secundaria,N,237
5874,4711,2019-11-29,362.0,Anexo 13,S,45
5875,1225,1948-04-18,225.0,Cláusula 66A,S,421
5876,1359,1948-07-23,393.0,Renovación automática,S,377
5877,5212,1928-07-06,854.0,Cesión de alma secundaria,N,254
5878,3912,1995-08-26,661.0,Contrato eterno,S,359
5879,6848,2008-11-16,74.0,Anexo 13,S,122
5880,2574,1926-02-13,825.0,Cláusula 66A,N,242
5881,4035,2019-04-08,165.0,Contrato eterno,N,135
5882,7206,1976-08-02,725.0,Cesión de alma secundaria,S,421
5883,280,1943-06-01,231.0,Cláusula 66A,S,312
5884,1933,1953-06-12,962.0,Cláusula 66A,S,437
5885,4800,2002-07-31,647.0,Contrato eterno,S,216
5886,5683,1948-08-04,33.0,Renovación automática,S,111
5887,2202,1965-11-02,751.0,Contrato eterno,N,67
5888,1649,1936-03-13,76.0,Cesión de alma secundaria,S,201
5889,4840,1999-08-28,236.0,Renovación automática,S,180
5890,9047,1981-06-21,299.0,Cláusula 66A,S,128
5891,7482,2012-07-16,904.0,Anexo 13,S,52
5892,5353,2023-10-04,657.0,Renovación automática,N,242
5893,2083,1948-06-10,226.0,Renovación automática,N,89
5894,8543,2022-03-04,142.0,Contrato eterno,N,490
5895,9187,1961-03-16,802.0,Renovación automática,N,338
5896,205,3000-13-40,743.0,Cesión de alma secundaria,N,235
5897,7649,1952-03-06,681.0,Cláusula 66A,S,68
5898,4831,2020-05-23,828.0,Contrato eterno,S,469
5899,4601,1946-07-07,756.0,Renovación automática,S,306
5900,9799,1941-10-30,38.0,Anexo 13,N,297
5901,7615,2014-07-04,373.0,Cesión de alma secundaria,N,399
5902,4430,2024-12-16,683.0,Cláusula 66A,S,274
5903,1444,1974-11-06,527.0,Cesión de alma secundaria,S,490
5904,4860,1944-01-13,800.0,Cesión de alma secundaria,S,411
5905,7683,1998-10-26,959.0,Cláusula 66A,N,299
5906,4801,1975-08-22,228.0,Cesión de alma secundaria,N,424
5907,9113,1949-03-13,295.0,Cesión de alma secundaria,N,125
5908,9922,2006-12-28,906.0,Anexo 13,S,470
5909,6830,1999-03-25,353.0,Contrato eterno,S,274
5910,7576,1939-11-28,880.0,Renovación automática,S,331
5911,956,1977-05-29,683.0,Anexo 13,N,228
5912,204,1943-03-09,129.0,Contrato eterno,S,171
5913,2587,2010-10-30,813.0,Cláusula 66A,N,265
5914,9180,1944-08-22,489.0,Anexo 13,N,100
5915,895,1938-10-11,508.0,Cláusula 66A,S,61
5916,1845,1938-09-08,247.0,Cesión de alma secundaria,S,330
5917,3068,1971-12-24,,Cláusula 66A,N,453
5918,8292,1971-05-19,657.0,Anexo 13,S,471
5919,9731,2021-09-02,220.0,Renovación automática,N,61
5920,6288,2019-04-13,660.0,Contrato eterno,N,69
5921,2749,1928-05-17,628.0,Renovación automática,S,81
5922,8990,2012-07-06,122.0,Cláusula 66A,S,273
5923,278,2005-07-18,776.0,Anexo 13,S,197
5924,6133,1946-02-07,473.0,Anexo 13,S,493
5925,9234,1936-10-22,421.0,Contrato eterno,N,318
5926,1126,1931-01-21,371.0,Cesión de alma secundaria,N,334
5927,177,2008-02-09,571.0,Cesión de alma secundaria,S,327
5928,2604,1992-09-24,954.0,Contrato eterno,N,334
5929,56,1987-09-02,322.0,Anexo 13,S,214
5930,2293,1976-09-23,230.0,Contrato eterno,S,52
5931,8961,1970-06-17,562.0,Cláusula 66A,S,479
5932,9349,1925-11-18,566.0,Contrato eterno,S,18
5933,3034,1985-03-22,735.0,Contrato eterno,N,123
5934,657,1953-05-19,500.0,Anexo 13,N,257
5935,4429,1984-04-27,905.0,Renovación automática,N,153
5936,572,1984-02-19,662.0,Contrato eterno,N,280
5937,5987,1927-08-27,12.0,Contrato eterno,S,186
5938,7374,1970-01-02,973.0,Anexo 13,N,15
5939,2968,1954-11-10,721.0,Contrato eterno,N,273
5940,9314,1938-02-20,215.0,Anexo 13,S,315
5941,2103,2019-01-10,159.0,Anexo 13,S,82
5942,2490,1953-01-21,756.0,Renovación automática,S,341
5943,6486,2002-08-18,27.0,Cesión de alma secundaria,N,312
5944,5217,1998-04-25,797.0,Cesión de alma secundaria,N,116
5945,5282,1972-03-21,966.0,Cláusula 66A,S,344
5946,6011,1933-01-14,830.0,Contrato eterno,S,351
5947,1039,2018-07-18,254.0,Cesión de alma secundaria,S,330
5948,5363,2007-12-20,106.0,Anexo 13,N,464
5949,8180,1935-02-27,910.0,Anexo 13,S,168
5950,8906,1953-11-17,690.0,Anexo 13,N,449
5951,7103,1939-07-06,732.0,Cláusula 66A,S,100
5952,8969,1987-10-13,191.0,Renovación automática,N,9999
5953,3583,1992-04-27,897.0,Cláusula 66A,N,390
5954,5361,1927-12-03,879.0,Cláusula 66A,N,325
5955,7719,1942-09-28,133.0,Cláusula 66A,S,483
5956,450,1980-01-17,586.0,Anexo 13,N,128
5957,9319,1968-05-18,359.0,Cláusula 66A,S,66
5958,1365,1953-03-17,880.0,Renovación automática,N,65
5959,8629,2011-02-12,562.0,Cláusula 66A,S,160
5960,6928,1974-08-07,575.0,Cesión de alma secundaria,S,125
5961,2191,1983-05-31,290.0,Cesión de alma secundaria,S,192
5962,7608,1985-09-04,982.0,Cláusula 66A,N,51
5963,5951,1938-09-21,233.0,Cesión de alma secundaria,S,357
5964,4530,1926-08-27,113.0,Cláusula 66A,S,179
5965,4032,1976-08-12,223.0,Cláusula 66A,N,92
5966,1368,1979-07-20,164.0,Contrato eterno,N,86
5967,3799,2004-10-24,128.0,Renovación automática,N,20
5968,5016,2025-01-11,466.0,Renovación automática,S,331
5969,5975,1992-05-09,453.0,Renovación automática,S,31
5970,6387,2016-04-20,50.0,Renovación automática,S,388
5971,5184,2014-08-03,838.0,Cláusula 66A,S,453
5972,4652,2010-04-10,578.0,Anexo 13,N,455
5973,2014,1932-10-25,800.0,Renovación automática,S,42
5974,267,1943-04-27,14.0,Cesión de alma secundaria,S,394
5975,3869,1987-03-18,634.0,Renovación automática,N,408
5976,9765,1964-07-24,989.0,Anexo 13,N,267
5977,4446,1937-08-25,423.0,Contrato eterno,N,227
5978,710,1948-06-19,658.0,Cesión de alma secundaria,S,332
5979,9428,1979-05-30,266.0,Cesión de alma secundaria,S,51
5980,8732,1986-09-19,232.0,Renovación automática,S,239
5981,126,1970-12-03,799.0,Cesión de alma secundaria,N,130
5982,5573,2019-01-01,57.0,Cláusula 66A,S,275
5983,9896,1973-03-07,381.0,Renovación automática,N,294
5984,4467,1938-06-12,505.0,Contrato eterno,S,420
5985,5006,1933-04-13,152.0,Anexo 13,N,60
5986,9708,1955-10-22,845.0,Contrato eterno,S,26
5987,4571,2009-01-04,426.0,Anexo 13,N,90
5988,8317,1964-07-24,128.0,Renovación automática,N,281
5989,6297,1932-12-21,85.0,Anexo 13,N,64
5990,4911,1935-03-08,885.0,Renovación automática,S,352
5991,6224,1979-03-16,408.0,Contrato eterno,N,163
5992,5602,1979-05-17,827.0,Contrato eterno,S,447
5993,8414,1931-05-27,265.0,Cesión de alma secundaria,S,207
5994,349,3000-13-40,86.0,Contrato eterno,S,347
5995,7548,2016-03-01,372.0,Anexo 13,N,165
5996,3062,1938-03-01,80.0,Cesión de alma secundaria,N,338
5997,6454,1947-07-16,791.0,Contrato eterno,N,268
5998,9176,1969-03-31,218.0,Contrato eterno,S,346
5999,3672,1930-08-28,965.0,Contrato eterno,N,10
6000,3181,1928-01-12,815.0,Renovación automática,N,23
6001,6668,2022-04-14,999.0,Contrato eterno,N,431
6002,1207,1959-08-28,269.0,Cesión de alma secundaria,N,391
6003,2212,1926-05-25,284.0,Cláusula 66A,N,183
6004,5954,1978-07-11,973.0,Contrato eterno,N,336
6005,4865,1947-11-02,161.0,Anexo 13,N,291
6006,843,1935-01-09,568.0,Anexo 13,N,368
6007,5621,1952-06-28,243.0,Cesión de alma secundaria,N,300
6008,5845,1977-10-02,375.0,Contrato eterno,S,17
6009,5453,2013-08-03,,Renovación automática,S,442
6010,4518,2020-12-23,694.0,Anexo 13,N,176
6011,7429,1970-10-24,946.0,Cesión de alma secundaria,N,365
6012,2872,1958-04-05,42.0,Anexo 13,S,388
6013,4929,1985-09-14,839.0,Anexo 13,N,225
6014,4782,1985-04-06,287.0,Renovación automática,N,479
6015,4649,1943-10-01,168.0,Renovación automática,N,472
6016,4910,1981-12-19,102.0,Cesión de alma secundaria,S,218
6017,126,1951-07-29,870.0,Anexo 13,S,207
6018,663,1977-03-20,34.0,Cláusula 66A,S,122
6019,8302,2001-12-07,749.0,Contrato eterno,S,419
6020,7506,1997-05-04,881.0,Renovación automática,N,444
6021,4993,1983-05-11,169.0,Renovación automática,N,177
6022,70,1940-01-09,546.0,Anexo 13,S,106
6023,3796,1975-01-03,536.0,Cláusula 66A,N,465
6024,8484,1929-10-17,372.0,Cláusula 66A,S,163
6025,2132,1978-11-20,404.0,Anexo 13,S,135
6026,8668,1997-12-30,935.0,Contrato eterno,S,133
6027,4299,1987-01-27,648.0,Renovación automática,N,166
6028,3989,2020-06-26,597.0,Renovación automática,N,398
6029,580,2002-07-25,878.0,Contrato eterno,S,385
6030,6267,1978-02-05,294.0,Contrato eterno,N,250
6031,1021,1984-07-31,228.0,Anexo 13,N,190
6032,1622,2012-08-18,332.0,Contrato eterno,S,394
6033,175,1995-08-29,330.0,Cesión de alma secundaria,N,264
6034,7157,1999-03-08,329.0,Cláusula 66A,S,303
6035,7997,1947-12-06,920.0,Cesión de alma secundaria,N,418
6036,9166,1984-03-28,961.0,Cesión de alma secundaria,N,235
6037,6686,2001-02-17,34.0,Cláusula 66A,N,354
6038,824,3000-13-40,457.0,Anexo 13,N,112
6039,2635,1944-06-07,220.0,Anexo 13,N,356
6040,8647,2016-09-13,784.0,Cláusula 66A,N,447
6041,2667,1930-03-20,530.0,Renovación automática,N,272
6042,3580,1973-04-28,380.0,Renovación automática,S,396
6043,9138,1971-12-17,691.0,Anexo 13,S,30
6044,168,1926-10-15,179.0,Renovación automática,S,335
6045,8508,1954-10-26,405.0,Cesión de alma secundaria,S,406
6046,5955,2025-03-29,652.0,Contrato eterno,N,374
6047,9440,1964-04-11,255.0,Cesión de alma secundaria,S,374
6048,4503,1975-07-28,775.0,Contrato eterno,S,136
6049,5071,1928-11-08,291.0,Contrato eterno,S,272
6050,1717,2013-06-16,809.0,Contrato eterno,S,80
6051,2785,1994-11-22,845.0,Renovación automática,S,419
6052,5600,1939-10-14,,Cláusula 66A,N,205
6053,7371,2025-02-23,611.0,Cesión de alma secundaria,N,242
6054,9839,1985-05-18,866.0,Anexo 13,N,228
6055,4671,1965-11-27,617.0,Renovación automática,S,286
6056,7919,1965-10-31,818.0,Cesión de alma secundaria,N,216
6057,7651,1974-03-06,816.0,Contrato eterno,N,149
6058,7577,1963-07-30,692.0,Renovación automática,S,327
6059,8236,2016-05-22,453.0,Anexo 13,S,90
6060,2065,2020-10-21,53.0,Cláusula 66A,N,305
6061,6356,2015-08-17,699.0,Contrato eterno,N,274
6062,7049,2024-02-10,382.0,Cláusula 66A,N,46
6063,449,1956-03-06,714.0,Cláusula 66A,S,308
6064,8693,1938-02-07,549.0,Cesión de alma secundaria,N,350
6065,7563,1951-05-26,871.0,Renovación automática,N,233
6066,8194,1954-08-14,357.0,Cláusula 66A,N,34
6067,9727,3000-13-40,673.0,Anexo 13,S,296
6068,9895,2013-11-16,107.0,Renovación automática,N,180
6069,7442,1989-06-06,165.0,Contrato eterno,S,380
6070,1019,1979-02-25,543.0,Anexo 13,N,443
6071,3161,1942-09-04,338.0,Cesión de alma secundaria,N,101
6072,9860,2010-03-11,95.0,Cesión de alma secundaria,S,168
6073,4923,2008-09-22,259.0,Cláusula 66A,S,133
6074,9978,1975-09-15,23.0,Cláusula 66A,N,248
6075,9282,1972-11-13,748.0,Renovación automática,N,27
6076,9785,1998-09-20,545.0,Renovación automática,S,183
6077,3425,1948-07-19,851.0,Renovación automática,N,4
6078,202,2005-05-05,341.0,Anexo 13,N,465
6079,350,2006-06-07,660.0,Cesión de alma secundaria,N,406
6080,9891,1926-08-26,43.0,Renovación automática,S,370
6081,2898,3000-13-40,129.0,Cesión de alma secundaria,N,285
6082,3621,3000-13-40,277.0,Cesión de alma secundaria,N,69
6083,2568,1973-05-18,436.0,Cesión de alma secundaria,S,166
6084,9175,3000-13-40,772.0,Cláusula 66A,N,455
6085,5794,2015-02-25,585.0,Renovación automática,N,304
6086,1436,1938-11-16,944.0,Cesión de alma secundaria,N,329
6087,4367,2005-05-04,279.0,Cesión de alma secundaria,S,74
6088,4478,3000-13-40,978.0,Contrato eterno,S,36
6089,7827,1968-01-19,682.0,Contrato eterno,N,383
6090,1457,1929-04-14,881.0,Anexo 13,N,177
6091,408,2020-07-16,505.0,Cláusula 66A,N,448
6092,6179,1932-09-20,603.0,Cláusula 66A,N,68
6093,8334,1986-02-20,226.0,Renovación automática,S,436
6094,6177,2014-11-22,748.0,Contrato eterno,N,46
6095,6786,1942-04-18,159.0,Anexo 13,S,461
6096,1632,1953-10-28,752.0,Contrato eterno,N,259
6097,1542,1967-10-30,921.0,Anexo 13,S,260
6098,1106,3000-13-40,869.0,Renovación automática,S,391
6099,6384,1949-11-17,610.0,Contrato eterno,S,400
6100,2843,1941-02-20,119.0,Contrato eterno,N,69
6101,9898,1944-12-06,193.0,Cesión de alma secundaria,N,276
6102,9572,1928-10-25,760.0,Cesión de alma secundaria,S,251
6103,7114,2011-03-07,84.0,Renovación automática,S,350
6104,5615,1973-04-16,,Cesión de alma secundaria,S,308
6105,8,1994-10-31,804.0,Renovación automática,S,454
6106,1427,1970-08-30,874.0,Cláusula 66A,N,13
6107,8826,2008-04-07,439.0,Anexo 13,S,187
6108,932,2020-10-06,50.0,Cláusula 66A,S,391
6109,1569,1933-03-06,277.0,Renovación automática,S,32
6110,741,1970-07-09,213.0,Renovación automática,N,400
6111,2734,1961-03-18,961.0,Cláusula 66A,N,329
6112,1638,2011-11-21,60.0,Contrato eterno,N,211
6113,2807,1984-09-12,925.0,Cláusula 66A,S,352
6114,4574,2004-02-03,540.0,Renovación automática,S,224
6115,8089,1952-12-09,736.0,Renovación automática,N,485
6116,2257,2013-08-16,177.0,Renovación automática,N,140
6117,2855,1990-05-04,549.0,Cláusula 66A,S,103
6118,3580,1981-01-10,522.0,Cláusula 66A,S,139
6119,8253,1933-03-06,,Cesión de alma secundaria,N,151
6120,1610,1994-05-11,111.0,Cesión de alma secundaria,N,420
6121,6165,1942-07-05,881.0,Anexo 13,S,134
6122,7228,3000-13-40,886.0,Anexo 13,S,490
6123,7403,3000-13-40,351.0,Renovación automática,S,157
6124,8533,1967-07-11,681.0,Contrato eterno,S,498
6125,8442,2013-10-23,778.0,Renovación automática,N,402
6126,8424,1969-08-28,157.0,Anexo 13,N,425
6127,8804,2003-08-17,955.0,Contrato eterno,S,395
6128,5970,2018-12-08,920.0,Cláusula 66A,N,490
6129,100,2003-08-10,276.0,Cláusula 66A,N,400
6130,2676,2001-02-09,29.0,Cesión de alma secundaria,N,199
6131,2036,1942-03-29,422.0,Cláusula 66A,S,396
6132,699,1944-12-11,871.0,Anexo 13,S,321
6133,8876,2024-01-05,946.0,Cláusula 66A,S,288
6134,2633,1977-06-22,959.0,Cesión de alma secundaria,N,259
6135,1726,1960-12-04,429.0,Renovación automática,N,381
6136,7056,1966-06-17,492.0,Cláusula 66A,N,179
6137,1401,2011-05-23,168.0,Cesión de alma secundaria,N,64
6138,58,1992-08-23,848.0,Anexo 13,S,90
6139,324,2009-08-01,292.0,Contrato eterno,S,144
6140,3253,2018-07-23,902.0,Renovación automática,S,165
6141,2877,1984-06-05,817.0,Cesión de alma secundaria,N,426
6142,8138,1956-05-18,386.0,Cláusula 66A,N,356
6143,4896,1943-05-13,568.0,Cláusula 66A,S,52
6144,4191,2001-04-02,10.0,Renovación automática,N,240
6145,1133,1953-04-05,374.0,Renovación automática,S,355
6146,4172,2013-08-22,855.0,Anexo 13,S,41
6147,7042,1966-12-31,127.0,Cláusula 66A,N,423
6148,9664,1970-10-16,616.0,Cláusula 66A,S,187
6149,7727,1970-01-21,549.0,Contrato eterno,S,9
6150,5756,2016-07-20,449.0,Cesión de alma secundaria,S,208
6151,1264,1952-12-23,823.0,Cesión de alma secundaria,S,258
6152,427,1991-03-13,23.0,Anexo 13,N,35
6153,8852,2008-08-07,,Contrato eterno,N,151
6154,3068,1992-03-12,405.0,Contrato eterno,S,72
6155,5290,1967-11-14,683.0,Renovación automática,N,73
6156,4908,1937-03-06,367.0,Renovación automática,N,321
6157,6002,1987-05-19,439.0,Contrato eterno,S,451
6158,9814,1995-05-17,239.0,Anexo 13,N,9
6159,6625,2001-09-18,518.0,Contrato eterno,S,83
6160,4359,1972-04-10,102.0,Renovación automática,N,266
6161,5228,1986-08-06,544.0,Anexo 13,N,108
6162,4329,1955-05-28,134.0,Anexo 13,S,47
6163,5449,1957-07-21,424.0,Renovación automática,S,208
6164,2734,1996-09-04,902.0,Anexo 13,S,474
6165,7042,1972-06-27,712.0,Contrato eterno,N,356
6166,5284,1990-02-06,579.0,Contrato eterno,N,7
6167,4932,1960-10-12,298.0,Cláusula 66A,S,416
6168,7591,1995-02-28,795.0,Cláusula 66A,S,439
6169,7905,1963-03-08,83.0,Contrato eterno,N,422
6170,5503,1966-09-16,204.0,Anexo 13,N,228
6171,9093,1981-07-26,674.0,Contrato eterno,S,52
6172,1533,1986-08-22,345.0,Contrato eterno,N,344
6173,6824,2023-11-30,710.0,Renovación automática,S,293
6174,4510,1927-01-21,387.0,Cesión de alma secundaria,S,485
6175,8383,1993-02-08,340.0,Anexo 13,N,461
6176,1830,1951-04-28,771.0,Renovación automática,N,162
6177,9558,1991-04-26,600.0,Contrato eterno,S,133
6178,5992,1981-12-18,914.0,Cláusula 66A,N,436
6179,5267,1936-01-12,698.0,Cláusula 66A,N,459
6180,640,1950-08-07,388.0,Cesión de alma secundaria,S,327
6181,6980,1950-04-26,924.0,Anexo 13,N,291
6182,3734,1971-05-21,164.0,Cesión de alma secundaria,S,263
6183,7308,1987-06-03,861.0,Anexo 13,S,262
6184,3928,1992-11-30,556.0,Renovación automática,S,223
6185,179,2017-05-17,697.0,Anexo 13,N,418
6186,9788,1946-12-11,464.0,Anexo 13,N,68
6187,6026,1953-07-26,337.0,Cesión de alma secundaria,N,58
6188,7232,1994-04-21,751.0,Contrato eterno,S,85
6189,960,1955-12-09,70.0,Cláusula 66A,S,422
6190,4627,1982-03-17,452.0,Cláusula 66A,N,218
6191,1302,1937-03-14,,Cláusula 66A,S,321
6192,9242,1984-02-03,570.0,Contrato eterno,S,42
6193,2119,1943-03-02,179.0,Cesión de alma secundaria,S,376
6194,1692,1965-07-22,491.0,Contrato eterno,S,248
6195,1209,2016-05-19,805.0,Anexo 13,S,378
6196,355,2024-06-23,629.0,Cesión de alma secundaria,N,370
6197,7962,1942-06-16,856.0,Contrato eterno,S,259
6198,9057,1926-10-04,286.0,Cesión de alma secundaria,N,87
6199,1607,2010-06-15,21.0,Anexo 13,S,57
6200,6525,2023-06-21,305.0,Anexo 13,S,62
6201,8565,1928-08-22,234.0,Cesión de alma secundaria,N,9999
6202,3958,1959-10-14,957.0,Cláusula 66A,S,35
6203,3788,2016-04-01,798.0,Anexo 13,N,102
6204,5013,2016-03-05,744.0,Cláusula 66A,S,5
6205,2518,1979-11-14,406.0,Contrato eterno,S,60
6206,4551,1945-08-07,523.0,Anexo 13,N,9
6207,4815,1933-02-19,845.0,Cesión de alma secundaria,N,487
6208,3997,1948-09-23,227.0,Cesión de alma secundaria,S,176
6209,820,1955-03-21,51.0,Cláusula 66A,S,222
6210,464,2014-07-23,191.0,Anexo 13,N,262
6211,6569,2018-04-27,318.0,Cláusula 66A,N,48
6212,9756,1980-04-12,46.0,Renovación automática,N,251
6213,6980,2022-12-13,982.0,Anexo 13,N,206
6214,3694,1988-02-10,580.0,Cláusula 66A,S,444
6215,8899,1951-07-19,247.0,Cláusula 66A,N,479
6216,9314,1954-05-13,719.0,Renovación automática,N,133
6217,2804,2003-06-19,394.0,Anexo 13,S,111
6218,8502,2014-12-27,29.0,Contrato eterno,S,30
6219,2709,2010-11-06,579.0,Cláusula 66A,N,386
6220,9253,1990-03-17,259.0,Cláusula 66A,S,370
6221,2618,1945-09-23,429.0,Anexo 13,S,150
6222,4360,1996-09-08,612.0,Renovación automática,S,23
6223,7462,1974-12-09,363.0,Renovación automática,N,380
6224,868,1937-04-28,105.0,Contrato eterno,S,12
6225,9110,1944-04-25,419.0,Contrato eterno,N,231
6226,9204,2024-12-26,695.0,Cesión de alma secundaria,N,240
6227,6363,1928-09-22,858.0,Renovación automática,N,43
6228,5734,2010-12-24,527.0,Renovación automática,S,9999
6229,878,1970-06-03,,Renovación automática,N,19
6230,473,2014-07-28,413.0,Contrato eterno,N,205
6231,6,1927-10-25,773.0,Anexo 13,N,414
6232,8215,3000-13-40,,Cesión de alma secundaria,N,168
6233,4683,1951-05-19,808.0,Contrato eterno,S,10
6234,8696,1989-05-12,186.0,Anexo 13,S,208
6235,5071,1967-10-25,28.0,Cesión de alma secundaria,N,46
6236,9230,1968-10-08,950.0,Contrato eterno,N,194
6237,5758,1933-11-13,412.0,Cláusula 66A,N,486
6238,8252,1987-09-01,299.0,Contrato eterno,S,305
6239,3691,1951-05-13,703.0,Renovación automática,S,416
6240,1187,1952-01-01,543.0,Anexo 13,S,213
6241,1757,1946-10-03,196.0,Cláusula 66A,N,191
6242,6807,2021-09-20,567.0,Anexo 13,S,34
6243,2830,1949-06-24,508.0,Cesión de alma secundaria,S,352
6244,5415,1992-06-25,107.0,Cesión de alma secundaria,S,40
6245,8925,1951-06-12,428.0,Cesión de alma secundaria,N,264
6246,637,2013-03-28,796.0,Anexo 13,S,4
6247,2801,1999-01-09,939.0,Cesión de alma secundaria,S,352
6248,6334,1988-11-13,711.0,Renovación automática,N,98
6249,8962,1994-12-10,585.0,Cláusula 66A,S,437
6250,1476,1961-06-18,818.0,Anexo 13,S,257
6251,6618,1958-12-09,445.0,Anexo 13,S,223
6252,1780,2023-07-22,858.0,Cesión de alma secundaria,N,389
6253,6703,2014-03-20,329.0,Contrato eterno,S,177
6254,3505,1929-10-24,920.0,Cláusula 66A,N,443
6255,6477,1994-01-21,997.0,Cesión de alma secundaria,S,231
6256,7648,1985-03-27,597.0,Anexo 13,N,302
6257,8527,2001-08-23,259.0,Renovación automática,N,350
6258,1549,1979-02-22,436.0,Cláusula 66A,N,202
6259,3853,2010-02-05,983.0,Cesión de alma secundaria,N,64
6260,4381,1964-06-14,433.0,Contrato eterno,S,368
6261,4420,2014-05-05,932.0,Renovación automática,S,174
6262,3079,1967-01-23,659.0,Cesión de alma secundaria,N,32
6263,8203,2022-11-06,717.0,Cesión de alma secundaria,N,335
6264,3744,1935-03-14,778.0,Anexo 13,S,380
6265,5190,1959-11-01,650.0,Anexo 13,N,258
6266,3924,1958-12-11,346.0,Cesión de alma secundaria,N,66
